Event,Obs,Q,Type,Loc/Freq,Particulars_a,begin_datetime,max_datetime,end_datetime
5010,HOL,3,FLA,S19W25,SF,2015-09-28 17:22:00,2015-09-28 17:33:00,2015-09-28 17:38:00
5010,PAL,C,RSP,025-180,VI/2,2015-09-28 17:36:00,,2015-09-28 23:03:00
5010,SAG,C,RSP,025-180,III/2,2015-09-28 17:36:00,,2015-09-28 17:42:00
5050,SAG,C,RSP,025-180,VI/1,2015-09-28 17:42:00,,2015-09-28 18:53:00
5020,HOL,3,FLA,S05W60,SF,2015-09-28 18:22:00,2015-09-28 18:22:00,2015-09-28 18:25:00
5040,HOL,3,FLA,S20W25,SF,2015-09-28 18:25:00,2015-09-28 18:25:00,2015-09-28 18:28:00
5030,HOL,3,FLA,S20W27,SF,2015-09-28 18:37:00,2015-09-28 18:37:00,2015-09-28 18:40:00
5060,SAG,C,RSP,025-159,III/2,2015-09-28 19:37:00,,2015-09-28 19:37:00
5070,G15,5,XRA,1-8A,C7.6,2015-09-28 20:15:00,2015-09-28 20:21:00,2015-09-28 20:40:00
5140,HOL,2,DSF,S07W67,8,2015-09-28 20:17:00,,2015-09-28 21:32:00
5070,SAG,C,RSP,025-141,VI/2,2015-09-28 20:27:00,,2015-09-28 21:30:00
5070,HOL,2,FLA,S07W66,SF,2015-09-28 20:30:00,2015-09-28 20:31:00,2015-09-28 20:37:00
5090,HOL,2,FLA,S20W29,SF,2015-09-28 21:32:00,2015-09-28 21:52:00,2015-09-28 22:00:00
5090,G15,5,XRA,1-8A,C4.3,2015-09-28 21:39:00,2015-09-28 21:44:00,2015-09-28 21:57:00
5100,G15,5,XRA,1-8A,C2.4,2015-09-28 22:28:00,2015-09-28 22:32:00,2015-09-28 22:37:00
5100,LEA,C,RSP,025-090,VI/1,2015-09-28 22:34:00,,2015-09-28 23:02:00
5110,PAL,C,RSP,025-180,III/2,2015-09-28 23:37:00,,2015-09-28 23:37:00
5120,G15,5,XRA,1-8A,C2.0,2015-09-28 23:41:00,2015-09-28 23:45:00,2015-09-28 23:47:00
5400,LEA,C,RSP,062-180,CTM/1,2015-09-29 00:05:00,,2015-09-29 10:05:00
5150,G15,5,XRA,1-8A,C2.4,2015-09-29 00:44:00,2015-09-29 00:52:00,2015-09-29 00:56:00
5210,PAL,C,RSP,106-180,CTM/1,2015-09-29 01:02:00,,2015-09-29 04:12:00
5160,PAL,C,RSP,025-180,VI/2,2015-09-29 01:06:00,,2015-09-29 03:02:00
5210,LEA,C,RSP,027-154,VI/1,2015-09-29 01:06:00,,2015-09-29 04:15:00
5790,CUL,C,RSP,018-090,III/3,2015-09-29 02:40:00,,2015-09-29 02:43:00
5800,CUL,C,RSP,018-080,III/3,2015-09-29 03:02:00,,2015-09-29 03:03:00
5170,G15,5,XRA,1-8A,M1.2,2015-09-29 03:11:00,2015-09-29 03:16:00,2015-09-29 03:31:00
5170,LEA,2,FLA,S08W78,SF,2015-09-29 03:19:00,2015-09-29 03:20:00,2015-09-29 03:27:00
5180,LEA,G,RBR,410,350,2015-09-29 03:38:00,2015-09-29 03:38:00,2015-09-29 03:38:00
5200,LEA,2,FLA,S20W36,SF,2015-09-29 03:41:00,2015-09-29 03:42:00,2015-09-29 03:48:00
5200,G15,5,XRA,1-8A,M1.1,2015-09-29 03:41:00,2015-09-29 03:43:00,2015-09-29 03:53:00
5220,LEA,3,FLA,S20W30,SF,2015-09-29 03:55:00,2015-09-29 04:18:00,2015-09-29 04:32:00
5230,G15,5,XRA,1-8A,C5.1,2015-09-29 04:41:00,2015-09-29 04:46:00,2015-09-29 04:55:00
5230,LEA,2,FLA,S07W66,SF,2015-09-29 04:48:00,2015-09-29 04:49:00,2015-09-29 04:51:00
5310,LEA,C,RSP,025-180,VI/1,2015-09-29 05:03:00,,2015-09-29 08:49:00
5570,SVI,C,RSP,076-171,CTM/1,2015-09-29 05:03:00,,2015-09-29 16:23:00
5240,G15,5,XRA,1-8A,M2.9,2015-09-29 05:05:00,2015-09-29 05:16:00,2015-09-29 05:23:00
5240,LEA,3,FLA,S21W37,SF,2015-09-29 05:08:00,2015-09-29 05:08:00,2015-09-29 05:16:00
5240,LEA,G,RBR,245,410,2015-09-29 05:20:00,2015-09-29 05:20:00,2015-09-29 05:20:00
5250,G15,5,XRA,1-8A,M1.2,2015-09-29 05:33:00,2015-09-29 05:37:00,2015-09-29 05:39:00
5250,LEA,3,FLA,S09W82,SF,2015-09-29 05:35:00,2015-09-29 05:40:00,2015-09-29 05:49:00
5270,LEA,2,FLA,S21W37,SF,2015-09-29 05:49:00,2015-09-29 06:18:00,2015-09-29 06:31:00
5260,G15,5,XRA,1-8A,M1.0,2015-09-29 05:53:00,2015-09-29 05:56:00,2015-09-29 06:04:00
5270,G15,5,XRA,1-8A,C8.6,2015-09-29 06:15:00,2015-09-29 06:18:00,2015-09-29 06:23:00
5280,SVI,G,RBR,245,120,2015-09-29 06:24:00,2015-09-29 06:24:00,2015-09-29 06:24:00
5290,SVI,G,RBR,245,100,2015-09-29 06:27:00,2015-09-29 06:27:00,2015-09-29 06:27:00
5390,LEA,2,FLA,N18E34,SF,2015-09-29 06:34:00,2015-09-29 06:35:00,2015-09-29 06:44:00
5300,LEA,2,FLA,S20W34,1N,2015-09-29 06:35:00,2015-09-29 06:43:00,2015-09-29 07:11:00
5300,G15,5,XRA,1-8A,M1.4,2015-09-29 06:39:00,2015-09-29 06:43:00,2015-09-29 06:46:00
5300,LEA,G,RBR,15400,220,2015-09-29 06:41:00,2015-09-29 06:42:00,2015-09-29 06:42:00
5300,LEA,G,RBR,8800,110,2015-09-29 06:42:00,2015-09-29 06:42:00,2015-09-29 06:42:00
5320,SVI,1,FLA,S21W32,2N,2015-09-29 07:05:00,2015-09-29 07:05:00,2015-09-29 07:35:00
5330,SVI,G,RBR,4995,100,2015-09-29 07:59:00,2015-09-29 07:59:00,2015-09-29 07:59:00
5330,SVI,G,RBR,8800,120,2015-09-29 07:59:00,2015-09-29 07:59:00,2015-09-29 07:59:00
5330,SVI,G,RBR,15400,67,2015-09-29 07:59:00,2015-09-29 07:59:00,2015-09-29 07:59:00
5340,LEA,2,FLA,S20W34,SF,2015-09-29 08:15:00,2015-09-29 08:18:00,2015-09-29 08:24:00
5350,G13,5,XRA,1-8A,M1.3,2015-09-29 08:46:00,2015-09-29 08:51:00,2015-09-29 08:55:00
5350,SVI,U,RBR,245,200,2015-09-29 08:46:00,2015-09-29 08:46:00,2015-09-29 08:46:00
5350,SVI,U,RBR,410,160,2015-09-29 08:46:00,2015-09-29 08:46:00,2015-09-29 08:46:00
5350,SVI,2,FLA,S10W77,1N,2015-09-29 08:49:00,2015-09-29 08:51:00,2015-09-29 09:59:00
5360,SVI,G,RBR,245,230,2015-09-29 09:06:00,2015-09-29 09:07:00,2015-09-29 09:08:00
5370,G13,5,XRA,1-8A,C5.2,2015-09-29 09:22:00,2015-09-29 09:26:00,2015-09-29 09:28:00
5410,SVI,G,RBR,245,300,2015-09-29 09:49:00,2015-09-29 09:49:00,2015-09-29 09:49:00
5430,SVI,3,FLA,N21E36,SF,2015-09-29 10:02:00,2015-09-29 10:02:00,2015-09-29 10:12:00
5550,SVI,3,DSF,N24E40,8,2015-09-29 10:02:00,,2015-09-29 11:45:00
5420,SVI,3,FLA,S10W77,SF,2015-09-29 10:04:00,2015-09-29 10:18:00,2015-09-29 10:31:00
5420,G15,5,XRA,1-8A,C3.1,2015-09-29 10:08:00,2015-09-29 10:13:00,2015-09-29 10:30:00
5420,SVI,G,RBR,245,120,2015-09-29 10:08:00,2015-09-29 10:08:00,2015-09-29 10:08:00
5470,SVI,3,FLA,S21W35,SF,2015-09-29 10:28:00,2015-09-29 10:37:00,2015-09-29 10:46:00
5440,SVI,3,FLA,N19E31,SF,2015-09-29 10:35:00,2015-09-29 10:39:00,2015-09-29 10:45:00
5720,SAG,C,RSP,102-180,CTM/1,2015-09-29 10:52:00,,2015-09-29 21:59:00
5450,SVI,3,FLA,S10W79,SF,2015-09-29 10:53:00,2015-09-29 10:53:00,2015-09-29 11:00:00
5450,SVI,G,RBR,245,4100,2015-09-29 10:59:00,2015-09-29 10:59:00,2015-09-29 10:59:00
5450,SVI,G,RBR,410,100,2015-09-29 10:59:00,2015-09-29 10:59:00,2015-09-29 10:59:00
5450,SVI,C,RSP,075-171,III/2,2015-09-29 10:59:00,,2015-09-29 11:00:00
5480,SVI,3,FLA,N19E31,SF,2015-09-29 11:00:00,2015-09-29 11:01:00,2015-09-29 11:05:00
5460,G15,5,XRA,1-8A,M1.6,2015-09-29 11:09:00,2015-09-29 11:15:00,2015-09-29 11:20:00
5540,SVI,3,FLA,S10W79,SF,2015-09-29 11:09:00,2015-09-29 11:09:00,2015-09-29 11:16:00
5460,SVI,3,FLA,S21W37,1B,2015-09-29 11:10:00,2015-09-29 11:13:00,2015-09-29 11:54:00
5720,SAG,C,RSP,025-180,VI/1,2015-09-29 11:34:00,,2015-09-29 20:52:00
5490,SVI,G,RBR,245,3800,2015-09-29 11:59:00,2015-09-29 11:59:00,2015-09-29 12:00:00
5500,SVI,3,FLA,S20W37,SF,2015-09-29 12:16:00,2015-09-29 12:19:00,2015-09-29 12:25:00
5510,SVI,3,FLA,S20W39,SF,2015-09-29 12:26:00,2015-09-29 12:26:00,2015-09-29 12:32:00
5380,SAG,G,RNS,245,290,2015-09-29 12:37:00,2015-09-29 15:45:00,2015-09-29 16:04:00
5520,G15,5,XRA,1-8A,C4.6,2015-09-29 12:54:00,2015-09-29 13:04:00,2015-09-29 13:23:00
5520,SVI,3,FLA,S21W35,SF,2015-09-29 12:55:00,2015-09-29 13:02:00,2015-09-29 14:21:00
5710,SVI,3,FLA,S10W79,SF,2015-09-29 12:59:00,2015-09-29 13:01:00,2015-09-29 13:03:00
5530,SVI,G,RBR,245,180,2015-09-29 13:11:00,2015-09-29 13:11:00,2015-09-29 13:14:00
5560,SVI,3,FLA,S20W39,SF,2015-09-29 14:42:00,2015-09-29 14:49:00,2015-09-29 14:57:00
5560,SVI,G,RBR,245,110,2015-09-29 14:49:00,2015-09-29 14:49:00,2015-09-29 14:49:00
5580,SVI,3,FLA,S18W38,SF,2015-09-29 15:32:00,2015-09-29 15:32:00,2015-09-29 15:36:00
5590,HOL,3,FLA,N18E29,SF,2015-09-29 15:39:00,2015-09-29 15:40:00,2015-09-29 15:42:00
5600,SAG,G,RBR,245,290,2015-09-29 15:45:00,2015-09-29 15:45:00,2015-09-29 15:45:00
5610,SVI,3,FLA,S19W38,SF,2015-09-29 15:46:00,2015-09-29 15:48:00,2015-09-29 15:52:00
5610,SAG,G,RBR,610,260,2015-09-29 15:46:00,2015-09-29 15:47:00,2015-09-29 15:47:00
5610,SAG,G,RBR,410,110,2015-09-29 15:47:00,2015-09-29 15:47:00,2015-09-29 15:47:00
5620,SVI,G,RBR,245,140,2015-09-29 16:02:00,2015-09-29 16:02:00,2015-09-29 16:03:00
5630,HOL,3,FLA,N18E29,SF,2015-09-29 16:14:00,2015-09-29 16:14:00,2015-09-29 16:23:00
5630,SVI,U,RBR,410,240,2015-09-29 16:17:00,2015-09-29 16:19:00,2015-09-29 16:23:00
5630,SVI,U,RBR,245,180,2015-09-29 16:20:00,2015-09-29 16:21:00,2015-09-29 16:21:00
5740,PAL,C,RSP,091-180,CTM/1,2015-09-29 16:36:00,,2015-09-29 23:59:00
5640,HOL,3,FLA,N18E28,SF,2015-09-29 16:43:00,2015-09-29 16:43:00,2015-09-29 16:52:00
5650,G15,5,XRA,1-8A,C5.0,2015-09-29 17:34:00,2015-09-29 17:42:00,2015-09-29 17:51:00
5750,PAL,C,RSP,025-180,VI/1,2015-09-29 18:37:00,,2015-09-29 23:59:00
5660,HOL,3,FLA,S20W36,1B,2015-09-29 19:08:00,2015-09-29 19:24:00,2015-09-29 19:34:00
5660,SAG,G,RBR,245,330,2015-09-29 19:09:00,2015-09-29 19:09:00,2015-09-29 19:09:00
5660,G15,5,XRA,1-8A,M1.1,2015-09-29 19:20:00,2015-09-29 19:24:00,2015-09-29 19:27:00
5660,SAG,C,RSP,025-180,III/2,2015-09-29 19:22:00,,2015-09-29 19:25:00
5660,SAG,G,RBR,410,450,2015-09-29 19:23:00,2015-09-29 19:23:00,2015-09-29 19:24:00
5660,SAG,G,RBR,610,190,2015-09-29 19:23:00,2015-09-29 19:23:00,2015-09-29 19:23:00
5670,PAL,C,RSP,044-164,II/2,2015-09-29 19:30:00,,2015-09-29 19:35:00
5680,SAG,G,RBR,245,120,2015-09-29 19:36:00,2015-09-29 19:37:00,2015-09-29 19:37:00
5690,HOL,3,FLA,S20W36,SF,2015-09-29 19:40:00,2015-09-29 19:44:00,2015-09-29 19:45:00
5700,HOL,3,FLA,S19W42,SF,2015-09-29 20:21:00,2015-09-29 20:24:00,2015-09-29 20:36:00
5810,CUL,C,RSP,020-090,III/3,2015-09-29 20:52:00,,2015-09-29 20:53:00
5730,HOL,2,FLA,S19W39,SF,2015-09-29 21:50:00,2015-09-29 21:50:00,2015-09-29 21:58:00
5730,PAL,G,RBR,1415,100,2015-09-29 21:50:00,2015-09-29 21:50:00,2015-09-29 21:50:00
5730,CUL,C,RSP,020-057,III/3,2015-09-29 21:55:00,,2015-09-29 21:56:00
5760,LEA,2,FLA,S19W42,SF,2015-09-29 22:39:00,2015-09-29 23:02:00,2015-09-29 23:16:00
5770,LEA,C,RSP,025-126,VI/2,2015-09-29 22:48:00,,2015-09-29 23:59:00
5770,G15,5,XRA,1-8A,C3.7,2015-09-29 22:50:00,2015-09-29 23:06:00,2015-09-29 23:16:00
5770,HOL,3,FLA,S19W42,SF,2015-09-29 22:58:00,2015-09-29 23:02:00,2015-09-29 23:11:00
5770,LEA,U,RBR,410,140,2015-09-29 23:02:00,2015-09-29 23:02:00,2015-09-29 23:02:00
5850,PAL,C,RSP,091-180,CTM/1,2015-09-30 00:00:00,,2015-09-30 04:11:00
5860,PAL,C,RSP,025-180,VI/2,2015-09-30 00:00:00,,2015-09-30 04:11:00
5920,LEA,C,RSP,039-180,CTM/1,2015-09-30 00:00:00,,2015-09-30 10:05:00
5780,G15,5,XRA,1-8A,C5.0,2015-09-30 00:05:00,2015-09-30 00:17:00,2015-09-30 00:32:00
5780,CUL,C,RSP,460-660,III/1,2015-09-30 00:07:00,,2015-09-30 00:07:00
5780,LEA,G,RBR,610,2600,2015-09-30 00:07:00,2015-09-30 00:07:00,2015-09-30 00:07:00
5780,LEA,G,RBR,245,100,2015-09-30 00:07:00,2015-09-30 00:07:00,2015-09-30 00:07:00
5780,LEA,C,RSP,025-180,VI/2,2015-09-30 00:10:00,,2015-09-30 10:05:00
5820,LEA,G,RBR,245,120,2015-09-30 02:20:00,2015-09-30 02:20:00,2015-09-30 02:20:00
5830,G15,5,XRA,1-8A,C6.7,2015-09-30 02:45:00,2015-09-30 03:02:00,2015-09-30 03:04:00
5830,LEA,3,FLA,S22W44,SF,2015-09-30 02:47:00,2015-09-30 03:02:00,2015-09-30 03:12:00
5870,LEA,2,FLA,S20W44,SF,2015-09-30 03:26:00,2015-09-30 03:26:00,2015-09-30 03:33:00
5870,CUL,C,RSP,020-150,III/3,2015-09-30 03:28:00,,2015-09-30 03:28:00
6220,CUL,C,RSP,018-090,III/3,2015-09-30 03:39:00,,2015-09-30 03:39:00
5880,G15,5,XRA,1-8A,C3.2,2015-09-30 04:26:00,2015-09-30 04:29:00,2015-09-30 04:31:00
5880,LEA,3,FLA,S19W50,SF,2015-09-30 04:28:00,2015-09-30 04:29:00,2015-09-30 04:33:00
6090,SVI,C,RSP,025-180,CTM/2,2015-09-30 05:01:00,,2015-09-30 16:22:00
5890,LEA,3,FLA,S20W45,SF,2015-09-30 05:04:00,2015-09-30 05:09:00,2015-09-30 05:28:00
5890,SVI,C,RSP,025-154,VI/2,2015-09-30 05:16:00,,2015-09-30 16:22:00
5890,LEA,G,RBR,245,130,2015-09-30 05:20:00,2015-09-30 05:20:00,2015-09-30 05:20:00
5900,LEA,3,FLA,N10W48,SF,2015-09-30 05:36:00,2015-09-30 05:58:00,2015-09-30 06:14:00
5910,LEA,3,FLA,S20W51,SF,2015-09-30 06:10:00,2015-09-30 06:10:00,2015-09-30 06:12:00
5930,SVI,3,FLA,N08W50,SF,2015-09-30 06:13:00,2015-09-30 06:13:00,2015-09-30 06:40:00
6000,SVI,3,FLA,S22W46,SF,2015-09-30 06:13:00,2015-09-30 06:18:00,2015-09-30 06:40:00
5940,LEA,3,FLA,S20W46,1F,2015-09-30 06:47:00,2015-09-30 06:53:00,2015-09-30 07:38:00
5940,G15,5,XRA,1-8A,C5.9,2015-09-30 06:48:00,2015-09-30 06:55:00,2015-09-30 07:07:00
5940,CUL,C,RSP,018-057,III/2,2015-09-30 07:01:00,,2015-09-30 07:01:00
6230,CUL,C,RSP,018-060,III/2,2015-09-30 07:15:00,,2015-09-30 07:15:00
5950,LEA,G,RBR,245,260,2015-09-30 07:22:00,2015-09-30 07:22:00,2015-09-30 07:22:00
6240,CUL,C,RSP,018-060,III/2,2015-09-30 07:27:00,,2015-09-30 07:27:00
6010,SVI,3,FLA,S22W46,1N,2015-09-30 07:36:00,2015-09-30 10:54:00,2015-09-30 11:02:00
5960,LEA,3,FLA,S19W49,SF,2015-09-30 07:43:00,2015-09-30 07:44:00,2015-09-30 07:52:00
5970,LEA,2,FLA,S19W47,SF,2015-09-30 08:11:00,2015-09-30 08:15:00,2015-09-30 08:42:00
5970,LEA,G,RBR,245,760,2015-09-30 08:11:00,2015-09-30 08:11:00,2015-09-30 08:11:00
5980,SVI,G,RBR,245,580,2015-09-30 09:05:00,2015-09-30 09:05:00,2015-09-30 09:05:00
5990,SVI,3,FLA,N18E16,SF,2015-09-30 09:59:00,2015-09-30 09:59:00,2015-09-30 10:05:00
6010,G15,5,XRA,1-8A,M1.3,2015-09-30 10:49:00,2015-09-30 10:59:00,2015-09-30 11:13:00
6010,SAG,C,RSP,102-180,CTM/1,2015-09-30 10:51:00,,2015-09-30 15:54:00
6020,G15,5,XRA,1-8A,C4.4,2015-09-30 11:36:00,2015-09-30 11:39:00,2015-09-30 11:41:00
6020,SAG,C,RSP,025-180,VI/1,2015-09-30 11:38:00,,2015-09-30 15:54:00
5840,SVI,G,RNS,245,150,2015-09-30 11:47:00,2015-09-30 11:47:00,2015-09-30 12:28:00
6030,SAG,G,RBR,245,140,2015-09-30 11:47:00,2015-09-30 11:47:00,2015-09-30 11:47:00
6040,SVI,3,FLA,S23W57,SF,2015-09-30 12:13:00,2015-09-30 12:17:00,2015-09-30 12:25:00
6050,SAG,G,RBR,245,130,2015-09-30 12:28:00,2015-09-30 12:28:00,2015-09-30 12:28:00
6060,SVI,3,FLA,S23W59,1N,2015-09-30 13:14:00,2015-09-30 13:20:00,2015-09-30 13:28:00
6060,G15,5,XRA,1-8A,M1.1,2015-09-30 13:18:00,2015-09-30 13:20:00,2015-09-30 13:21:00
6070,HOL,2,FLA,S20W51,SF,2015-09-30 13:24:00,2015-09-30 13:41:00,2015-09-30 14:21:00
6070,SVI,U,RBR,245,360,2015-09-30 13:39:00,2015-09-30 13:40:00,2015-09-30 13:41:00
6080,SVI,3,FLA,S26W45,SF,2015-09-30 13:44:00,2015-09-30 13:44:00,2015-09-30 13:49:00
6100,HOL,3,FLA,S21W51,SF,2015-09-30 15:07:00,2015-09-30 15:08:00,2015-09-30 15:13:00
6110,SAG,G,RBR,245,180,2015-09-30 15:47:00,2015-09-30 15:48:00,2015-09-30 15:48:00
6120,PAL,C,RSP,077-180,CTM/1,2015-09-30 16:47:00,,2015-09-30 23:59:00
6120,SAG,G,RBR,245,100,2015-09-30 16:59:00,2015-09-30 16:59:00,2015-09-30 16:59:00
6290,PAL,C,RSP,025-180,VI/2,2015-09-30 18:01:00,,2015-09-30 23:59:00
6130,HOL,3,FLA,S18W51,SF,2015-09-30 18:43:00,2015-09-30 18:45:00,2015-09-30 18:51:00
6140,HOL,3,FLA,S18W52,SF,2015-09-30 19:07:00,2015-09-30 19:09:00,2015-09-30 19:11:00
6150,PAL,G,RBR,245,100,2015-09-30 19:18:00,2015-09-30 19:18:00,2015-09-30 19:18:00
6160,PAL,G,RBR,245,310,2015-09-30 20:59:00,2015-09-30 20:59:00,2015-09-30 20:59:00
6170,HOL,2,FLA,S21W51,SF,2015-09-30 21:03:00,2015-09-30 21:21:00,2015-09-30 21:23:00
6170,PAL,G,RBR,245,280,2015-09-30 21:03:00,2015-09-30 21:03:00,2015-09-30 21:03:00
6170,CUL,C,RSP,018-050,III/2,2015-09-30 21:18:00,,2015-09-30 21:18:00
6180,SAG,C,RSP,025-134,III/2,2015-09-30 21:30:00,,2015-09-30 21:30:00
6250,CUL,C,RSP,020-090,III/2,2015-09-30 21:31:00,,2015-09-30 21:31:00
6210,G15,5,XRA,1-8A,C1.4,2015-09-30 21:52:00,2015-09-30 22:01:00,2015-09-30 22:05:00
6190,PAL,G,RBR,245,120,2015-09-30 21:58:00,2015-09-30 21:59:00,2015-09-30 21:59:00
6200,G15,5,XRA,1-8A,C2.4,2015-09-30 22:06:00,2015-09-30 22:11:00,2015-09-30 22:17:00
6200,HOL,3,FLA,S18W59,SN,2015-09-30 22:07:00,2015-09-30 22:11:00,2015-09-30 22:18:00
6260,LEA,C,RSP,072-180,CTM/1,2015-09-30 22:22:00,,2015-09-30 23:59:00
6260,LEA,C,RSP,025-100,VI/1,2015-09-30 22:27:00,,2015-09-30 23:59:00
6270,G15,5,XRA,1-8A,C1.7,2015-09-30 23:39:00,2015-09-30 23:43:00,2015-09-30 23:48:00
6270,LEA,3,FLA,S19W64,SF,2015-09-30 23:42:00,2015-09-30 23:42:00,2015-09-30 23:48:00
6350,PAL,C,RSP,079-176,CTM/1,2015-10-01 00:00:00,,2015-10-01 04:10:00
6430,LEA,C,RSP,060-180,CTM/1,2015-10-01 00:00:00,,2015-10-01 10:06:00
6350,LEA,C,RSP,025-180,VI/2,2015-10-01 00:04:00,,2015-10-01 10:06:00
6300,PAL,G,RBR,245,280,2015-10-01 01:37:00,2015-10-01 01:37:00,2015-10-01 01:38:00
6280,LEA,3,FLA,S20W59,1F,2015-10-01 01:46:00,2015-10-01 02:13:00,2015-10-01 02:25:00
6280,G15,5,XRA,1-8A,C6.3,2015-10-01 02:04:00,2015-10-01 02:15:00,2015-10-01 02:21:00
6310,LEA,3,FLA,S20W54,SF,2015-10-01 02:31:00,2015-10-01 02:31:00,2015-10-01 02:37:00
6320,LEA,3,FLA,S20W54,SF,2015-10-01 02:40:00,2015-10-01 02:41:00,2015-10-01 02:42:00
6320,LEA,U,RBR,245,270,2015-10-01 02:41:00,2015-10-01 02:41:00,2015-10-01 02:42:00
6330,LEA,G,RBR,245,150,2015-10-01 02:49:00,2015-10-01 02:49:00,2015-10-01 02:49:00
6340,LEA,G,RBR,245,100,2015-10-01 02:54:00,2015-10-01 02:54:00,2015-10-01 02:54:00
6370,LEA,G,RNS,245,110,2015-10-01 02:58:00,2015-10-01 02:58:00,2015-10-01 03:10:00
6360,LEA,3,FLA,S19W51,SF,2015-10-01 04:00:00,2015-10-01 04:01:00,2015-10-01 04:04:00
6390,SVI,C,RSP,075-171,CTM/1,2015-10-01 05:08:00,,2015-10-01 16:20:00
6380,SVI,C,RSP,025-147,III/2,2015-10-01 05:13:00,,2015-10-01 05:17:00
6390,G15,5,XRA,1-8A,C1.6,2015-10-01 05:39:00,2015-10-01 05:53:00,2015-10-01 06:16:00
6440,SVI,C,RSP,025-079,VI/1,2015-10-01 05:48:00,,2015-10-01 09:52:00
6400,SVI,3,FLA,S23W66,SF,2015-10-01 06:53:00,2015-10-01 06:53:00,2015-10-01 06:57:00
6410,SVI,3,FLA,N10W59,SF,2015-10-01 07:01:00,2015-10-01 07:09:00,2015-10-01 07:14:00
6410,LEA,U,RBR,245,120,2015-10-01 07:13:00,2015-10-01 07:14:00,2015-10-01 07:14:00
6450,G15,5,XRA,1-8A,C7.6,2015-10-01 08:15:00,2015-10-01 09:34:00,2015-10-01 09:56:00
6420,G13,5,XRA,1-8A,C3.5,2015-10-01 08:32:00,2015-10-01 08:35:00,2015-10-01 08:38:00
6420,SVI,3,FLA,S23W65,SF,2015-10-01 08:34:00,2015-10-01 08:35:00,2015-10-01 08:41:00
6460,G13,5,XRA,1-8A,C7.7,2015-10-01 09:19:00,2015-10-01 09:34:00,2015-10-01 09:52:00
6460,SVI,3,FLA,S24W62,1F,2015-10-01 09:20:00,2015-10-01 09:31:00,2015-10-01 10:21:00
6530,SAG,C,RSP,101-180,CTM/1,2015-10-01 10:52:00,,2015-10-01 17:39:00
6470,G15,5,XRA,1-8A,M4.5,2015-10-01 13:03:00,2015-10-01 13:10:00,2015-10-01 13:14:00
6470,SVI,3,FLA,S23W64,SN,2015-10-01 13:06:00,2015-10-01 13:08:00,2015-10-01 13:15:00
6480,SVI,C,RSP,025-134,III/1,2015-10-01 13:23:00,,2015-10-01 13:23:00
6490,HOL,3,FLA,S18W49,1F,2015-10-01 13:26:00,2015-10-01 13:26:00,2015-10-01 14:24:00
6500,HOL,3,FLA,S18W49,SF,2015-10-01 14:27:00,2015-10-01 14:30:00,2015-10-01 15:17:00
6510,SAG,C,RSP,108-180,III/1,2015-10-01 15:20:00,,2015-10-01 15:20:00
6520,HOL,3,FLA,S19W63,SF,2015-10-01 15:22:00,2015-10-01 15:30:00,2015-10-01 15:35:00
6540,G15,5,XRA,1-8A,C1.6,2015-10-01 17:20:00,2015-10-01 17:32:00,2015-10-01 17:50:00
6550,G15,5,XRA,1-8A,C3.7,2015-10-01 21:10:00,2015-10-01 21:24:00,2015-10-01 21:47:00
6550,HOL,3,FLA,S19W65,SF,2015-10-01 21:11:00,2015-10-01 21:26:00,2015-10-01 21:46:00
6550,PAL,G,RBR,245,100,2015-10-01 21:39:00,2015-10-01 21:39:00,2015-10-01 21:39:00
6560,LEA,1,FLA,S19W72,SF,2015-10-01 22:56:00,2015-10-01 23:04:00,2015-10-01 23:07:00
6570,LEA,3,FLA,S17W68,SF,2015-10-01 23:38:00,2015-10-01 23:39:00,2015-10-01 23:54:00
6580,G15,5,XRA,1-8A,M5.5,2015-10-02 00:06:00,2015-10-02 00:13:00,2015-10-02 00:17:00
6580,LEA,3,FLA,S19W67,1N,2015-10-02 00:09:00,2015-10-02 00:13:00,2015-10-02 00:32:00
6580,LEA,G,RBR,8800,240,2015-10-02 00:09:00,2015-10-02 00:09:00,2015-10-02 00:10:00
6580,LEA,G,RBR,15400,260,2015-10-02 00:09:00,2015-10-02 00:09:00,2015-10-02 00:10:00
6580,LEA,G,RBR,4995,130,2015-10-02 00:09:00,2015-10-02 00:09:00,2015-10-02 00:10:00
6580,LEA,C,RSP,025-092,III/1,2015-10-02 00:11:00,,2015-10-02 00:11:00
6590,HOL,2,FLA,N18W02,SF,2015-10-02 00:25:00,2015-10-02 00:25:00,2015-10-02 00:30:00
6600,G15,5,XRA,1-8A,C1.9,2015-10-02 01:26:00,2015-10-02 01:29:00,2015-10-02 01:31:00
6610,G15,5,XRA,1-8A,C1.5,2015-10-02 02:28:00,2015-10-02 02:31:00,2015-10-02 02:36:00
6620,LEA,3,FLA,S19W73,SF,2015-10-02 04:08:00,2015-10-02 04:10:00,2015-10-02 04:35:00
6620,LEA,C,RSP,025-134,III/1,2015-10-02 04:11:00,,2015-10-02 04:15:00
6620,G15,5,XRA,1-8A,C2.1,2015-10-02 04:20:00,2015-10-02 04:25:00,2015-10-02 04:29:00
6630,LEA,3,FLA,S19W73,SF,2015-10-02 05:31:00,2015-10-02 05:39:00,2015-10-02 05:44:00
6640,G15,5,XRA,1-8A,C4.0,2015-10-02 06:19:00,2015-10-02 06:24:00,2015-10-02 06:30:00
